age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_minutes,cluster
43,blue-collar,married,secondary,0,3060,1,0,unknown,15,may,2,0,4.216666666666667,0
56,management,married,tertiary,0,334,1,0,unknown,15,may,2,0,2.1166666666666667,0
54,self-employed,divorced,secondary,0,1374,1,0,unknown,15,may,2,0,1.2333333333333334,0
30,blue-collar,married,primary,0,124,1,0,unknown,15,may,4,0,2.1,0
53,retired,married,tertiary,0,74,1,0,unknown,15,may,1,0,2.033333333333333,0
45,management,married,tertiary,0,1363,1,0,unknown,15,may,5,0,10.95,0
41,blue-collar,married,secondary,0,680,1,0,unknown,15,may,2,0,2.8833333333333333,0
28,blue-collar,married,secondary,0,86,1,1,unknown,15,may,1,0,15.3,0
58,admin,divorced,secondary,0,1713,0,0,unknown,15,may,2,0,9.066666666666666,0
57,services,married,primary,0,3990,1,0,unknown,15,may,2,0,5.15,0
39,unemployed,divorced,secondary,0,193,1,0,unknown,15,may,1,0,1.2166666666666666,0
41,management,married,tertiary,0,6060,1,0,unknown,15,may,2,0,1.1833333333333333,0
42,management,married,tertiary,0,1323,1,1,unknown,15,may,5,0,3.216666666666667,0
47,blue-collar,married,secondary,0,3237,1,0,unknown,15,may,3,0,3.3,0
41,entrepreneur,divorced,tertiary,0,252,0,0,unknown,15,may,2,0,0.95,0
46,blue-collar,married,secondary,0,84,1,0,unknown,15,may,1,0,0.8166666666666667,0
45,management,single,tertiary,0,0,1,0,unknown,15,may,4,0,3.283333333333333,0
48,services,single,primary,0,848,1,0,unknown,15,may,1,0,1.6333333333333333,0
57,services,married,secondary,0,84,1,0,unknown,15,may,1,0,0.9833333333333333,0
54,blue-collar,divorced,primary,0,190,1,0,unknown,15,may,2,0,3.2666666666666666,0
30,technician,married,secondary,0,1534,1,1,unknown,15,may,1,0,4.05,0
41,management,single,tertiary,0,1278,1,0,unknown,15,may,2,0,5.733333333333333,0
46,blue-collar,married,primary,0,252,1,0,unknown,15,may,2,0,9.5,0
35,blue-collar,single,primary,0,1215,1,0,unknown,15,may,1,0,9.95,0
28,blue-collar,single,primary,0,-457,1,0,unknown,15,may,9,0,0.7166666666666667,0
58,management,divorced,tertiary,0,347,0,0,unknown,15,may,1,0,8.75,0
35,technician,divorced,tertiary,0,0,1,0,unknown,15,may,1,0,12.65,0
25,technician,single,tertiary,0,468,1,0,unknown,15,may,1,0,2.45,0
56,technician,married,secondary,0,28,1,0,unknown,15,may,1,0,3.933333333333333,0
41,services,single,secondary,0,323,1,0,unknown,15,may,6,0,2.033333333333333,0
44,management,married,secondary,0,38,1,0,unknown,15,may,2,0,2.533333333333333,0
36,unemployed,married,secondary,1,-318,1,0,unknown,15,may,2,0,2.216666666666667,0
41,services,married,secondary,0,714,1,1,unknown,15,may,5,0,8.4,0
58,self-employed,married,secondary,0,0,1,0,unknown,15,may,9,0,4.533333333333333,0
46,blue-collar,married,secondary,0,536,1,0,unknown,15,may,2,0,2.7333333333333334,0
42,services,married,secondary,0,1048,1,0,unknown,15,may,1,0,0.85,0
53,admin,married,secondary,0,-197,1,1,unknown,15,may,1,0,2.966666666666667,0
51,blue-collar,married,secondary,0,1779,1,0,unknown,15,may,2,0,1.65,0
38,housemaid,married,secondary,0,1372,1,1,unknown,15,may,1,0,3.7333333333333334,0
54,blue-collar,married,primary,0,24,1,0,unknown,15,may,1,0,0.5666666666666667,0
46,self-employed,single,tertiary,0,1934,1,0,unknown,15,may,3,0,3.933333333333333,0
39,management,divorced,tertiary,0,9541,0,0,unknown,15,may,1,0,13.583333333333334,0
22,student,single,secondary,0,364,1,0,unknown,15,may,1,0,4.7,1
47,admin,divorced,primary,0,357,1,1,unknown,15,may,1,0,2.2333333333333334,0
34,services,divorced,secondary,0,202,1,0,unknown,15,may,1,0,5.3,0
42,admin,married,secondary,0,281,1,0,unknown,15,may,1,0,1.9666666666666666,0
44,technician,married,tertiary,0,4580,1,0,unknown,15,may,2,1,15.183333333333334,0
45,services,married,secondary,0,4060,1,0,unknown,15,may,1,0,3.966666666666667,0
38,admin,married,secondary,0,0,1,0,unknown,15,may,1,0,3.75,0
46,blue-collar,married,primary,0,1114,1,0,unknown,15,may,3,0,8.166666666666666,0
34,technician,married,secondary,0,4,1,0,unknown,15,may,1,0,10.733333333333333,0
41,technician,divorced,secondary,0,536,1,0,unknown,15,may,3,0,1.2666666666666666,0
27,blue-collar,single,primary,0,431,1,0,unknown,15,may,2,0,4.766666666666667,0
56,unemployed,married,secondary,0,2552,1,0,unknown,15,may,2,0,2.933333333333333,0
43,management,married,tertiary,0,8016,1,0,unknown,15,may,3,0,7.033333333333333,0
25,student,single,secondary,0,1139,1,0,unknown,15,may,3,0,0.36666666666666664,1
35,unemployed,married,primary,0,494,1,0,unknown,15,may,4,0,1.1833333333333333,0
32,admin,single,secondary,0,287,0,0,unknown,15,may,3,0,7.75,0
55,technician,married,secondary,0,741,1,0,unknown,15,may,2,0,16.216666666666665,0
40,retired,married,secondary,0,1842,0,0,unknown,15,may,1,0,0.9333333333333333,0
43,management,married,tertiary,0,4004,1,0,unknown,15,may,2,0,3.1666666666666665,0
41,entrepreneur,married,tertiary,0,102,0,0,unknown,15,may,1,0,5.383333333333334,0
33,blue-collar,single,primary,0,279,1,0,unknown,15,may,1,0,1.8833333333333333,0
32,management,single,secondary,0,6,1,0,unknown,15,may,1,0,3.8,0
39,technician,married,primary,0,644,1,0,unknown,15,may,1,0,1.8333333333333333,0
42,management,divorced,tertiary,0,497,0,0,unknown,15,may,22,0,1.4,0
33,technician,single,secondary,0,402,1,1,unknown,15,may,1,0,0.9833333333333333,0
32,services,married,secondary,0,401,1,0,unknown,15,may,2,0,4.9,0
46,admin,married,primary,0,31,1,0,unknown,15,may,1,0,2.4,0
42,blue-collar,married,secondary,0,-628,1,1,unknown,15,may,1,0,4.183333333333334,0
39,admin,married,secondary,0,598,1,0,unknown,15,may,1,0,7.4,0
43,blue-collar,divorced,primary,0,92,1,0,unknown,15,may,2,0,3.95,0
33,management,single,tertiary,0,-625,1,0,unknown,15,may,1,0,6.65,0
59,management,married,tertiary,0,2319,1,0,unknown,15,may,32,0,2.2,0
48,entrepreneur,married,tertiary,0,981,1,0,unknown,15,may,2,0,16.583333333333332,0
31,blue-collar,married,primary,0,605,1,0,unknown,15,may,10,0,5.566666666666666,0
47,management,divorced,tertiary,0,10399,1,0,unknown,15,may,2,0,0.9833333333333333,0
54,technician,divorced,secondary,0,784,1,1,unknown,15,may,1,0,9.65,0
48,blue-collar,married,primary,0,680,1,0,unknown,15,may,4,0,6.45,0
33,management,divorced,tertiary,0,893,1,0,unknown,15,may,9,0,4.65,0
27,services,married,secondary,0,94,1,0,unknown,15,may,2,0,5.866666666666666,0
47,admin,married,secondary,0,257,1,0,unknown,15,may,11,0,8.066666666666666,0
56,blue-collar,single,primary,0,739,1,0,unknown,15,may,1,0,1.5833333333333333,0
26,technician,single,secondary,0,2,1,1,unknown,15,may,1,0,7.683333333333334,0
33,blue-collar,married,secondary,0,217,1,0,unknown,15,may,1,0,9.35,0
60,services,single,primary,0,313,1,0,unknown,15,may,2,1,15.333333333333334,0
50,management,married,tertiary,0,106,1,0,unknown,15,may,2,0,6.466666666666667,0
43,blue-collar,married,secondary,0,4520,1,0,unknown,15,may,4,0,1.6666666666666667,0
29,management,married,tertiary,0,10576,0,0,unknown,15,may,2,1,20.4,0
54,management,married,primary,0,366,1,0,unknown,15,may,1,0,9.816666666666666,0
30,admin,divorced,secondary,0,370,1,0,unknown,15,may,1,0,2.6666666666666665,0
50,management,married,tertiary,0,4904,1,0,unknown,15,may,2,0,7.3,0
48,technician,married,secondary,0,0,1,1,unknown,15,may,2,0,16.066666666666666,0
55,services,divorced,secondary,0,72,1,1,unknown,15,may,4,0,6.4,0
56,housemaid,divorced,secondary,0,0,0,0,unknown,15,may,1,0,1.7166666666666666,0
36,blue-collar,single,secondary,0,1392,1,0,unknown,15,may,2,0,3.4166666666666665,0
41,retired,divorced,primary,0,-233,1,0,unknown,15,may,2,1,19.266666666666666,0
30,management,single,tertiary,0,78,1,0,unknown,15,may,2,0,1.2166666666666666,0
59,management,single,secondary,0,671,1,1,unknown,15,may,5,0,2.6166666666666667,0
27,blue-collar,single,secondary,0,228,1,1,unknown,15,may,5,0,3.1,0
45,services,married,secondary,0,520,1,0,unknown,15,may,4,0,11.9,0
58,blue-collar,married,primary,0,3501,1,0,unknown,15,may,3,0,9.066666666666666,0
44,technician,married,secondary,0,185,1,0,unknown,15,may,2,0,3.2333333333333334,0
43,blue-collar,married,primary,0,108,1,1,unknown,15,may,4,0,7.0,0
59,retired,married,primary,0,1423,1,0,unknown,15,may,2,0,9.733333333333333,0
41,blue-collar,married,primary,0,2453,1,0,unknown,15,may,1,1,17.533333333333335,0
43,housemaid,married,primary,0,18,1,1,unknown,15,may,3,0,3.2,0
49,services,single,secondary,0,3061,1,0,unknown,15,may,2,0,2.5833333333333335,0
44,blue-collar,married,primary,0,0,1,0,unknown,15,may,6,0,3.7666666666666666,0
48,blue-collar,married,primary,0,559,1,0,unknown,15,may,2,0,20.516666666666666,0
40,blue-collar,married,primary,0,902,1,0,unknown,15,may,4,0,10.316666666666666,0
43,blue-collar,single,secondary,0,421,1,0,unknown,15,may,3,0,4.966666666666667,0
26,blue-collar,married,primary,0,500,1,0,unknown,15,may,6,0,0.35,0
46,blue-collar,married,secondary,0,756,1,0,unknown,15,may,7,0,6.683333333333334,0
58,blue-collar,married,secondary,0,288,1,0,unknown,15,may,7,0,6.733333333333333,0
53,blue-collar,married,secondary,0,1140,1,0,unknown,15,may,32,0,4.016666666666667,0
56,services,married,secondary,0,2658,1,0,unknown,15,may,1,0,5.033333333333333,0
43,blue-collar,married,primary,0,632,1,0,unknown,15,may,2,0,7.333333333333333,0
36,blue-collar,single,primary,0,263,1,0,unknown,15,may,2,0,2.8666666666666667,0
51,blue-collar,married,secondary,0,701,1,0,unknown,15,may,3,0,17.516666666666666,0
51,blue-collar,married,primary,0,4497,1,0,unknown,15,may,3,0,4.6,0
45,blue-collar,married,primary,0,810,1,0,unknown,15,may,4,0,3.55,0
54,blue-collar,married,primary,0,-219,1,0,unknown,15,may,4,0,4.6,0
42,admin,married,secondary,0,679,1,0,unknown,15,may,2,0,3.2333333333333334,0
53,services,married,secondary,0,2925,1,0,unknown,15,may,4,0,23.2,0
35,self-employed,single,primary,0,181,1,0,unknown,15,may,8,0,0.31666666666666665,0
49,management,married,tertiary,0,3840,1,0,unknown,15,may,4,0,2.433333333333333,0
55,technician,married,secondary,0,2014,1,1,unknown,15,may,2,0,4.216666666666667,0
31,technician,single,secondary,0,1819,1,0,unknown,15,may,2,0,3.7666666666666666,0
52,blue-collar,married,secondary,0,665,1,0,unknown,15,may,4,0,0.95,0
50,housemaid,married,primary,0,395,1,0,unknown,15,may,2,0,6.983333333333333,0
32,services,married,secondary,0,55,1,0,unknown,15,may,9,0,9.1,0
34,blue-collar,married,secondary,0,326,1,1,unknown,15,may,2,0,2.5,0
42,technician,single,secondary,0,1364,1,0,unknown,15,may,6,1,31.116666666666667,0
33,management,single,secondary,1,-174,1,0,unknown,15,may,5,0,2.6,0
43,management,married,tertiary,0,5670,1,0,unknown,15,may,2,0,3.066666666666667,0
31,blue-collar,divorced,secondary,0,1125,0,1,unknown,15,may,1,0,9.133333333333333,0
25,blue-collar,single,secondary,0,0,1,0,unknown,15,may,2,0,4.066666666666666,0
49,technician,married,secondary,0,3657,1,0,unknown,15,may,4,0,5.466666666666667,0
56,admin,married,secondary,0,2256,1,0,unknown,15,may,2,0,2.85,0
43,blue-collar,married,primary,0,778,1,1,unknown,15,may,5,0,4.733333333333333,0
41,blue-collar,married,secondary,0,59,1,0,unknown,15,may,8,0,1.25,0
46,blue-collar,married,secondary,0,668,1,0,unknown,15,may,2,1,21.05,0
60,retired,single,tertiary,0,7440,1,0,unknown,15,may,3,0,1.5333333333333334,0
48,blue-collar,married,primary,0,1001,1,0,unknown,15,may,2,0,7.033333333333333,0
57,admin,divorced,primary,0,1,0,0,unknown,15,may,10,0,0.2833333333333333,0
42,blue-collar,married,primary,0,1320,0,0,unknown,15,may,4,0,5.016666666666667,0
50,blue-collar,married,secondary,0,1604,1,0,unknown,15,may,5,0,4.45,0
36,management,married,tertiary,0,900,1,0,unknown,15,may,2,0,7.916666666666667,0
44,management,married,secondary,0,2984,1,0,unknown,15,may,2,0,12.833333333333334,0
40,blue-collar,married,primary,0,2562,1,0,unknown,15,may,4,0,8.116666666666667,0
55,admin,married,secondary,0,1102,1,0,unknown,15,may,2,0,2.1,0
24,blue-collar,single,primary,0,758,1,0,unknown,15,may,1,0,2.15,0
52,blue-collar,married,primary,0,1079,1,0,unknown,15,may,7,0,4.283333333333333,0
49,services,married,secondary,0,2201,1,0,unknown,15,may,3,0,3.8833333333333333,0
30,services,married,secondary,0,271,1,0,unknown,15,may,1,0,6.083333333333333,0
32,services,single,secondary,0,772,1,0,unknown,15,may,3,1,11.616666666666667,0
46,technician,divorced,secondary,0,435,1,0,unknown,15,may,3,0,3.2,0
36,blue-collar,married,secondary,0,412,1,0,unknown,15,may,2,0,4.066666666666666,0
44,technician,divorced,secondary,0,809,1,0,unknown,15,may,4,0,1.9666666666666666,0
48,blue-collar,married,primary,0,575,0,0,unknown,15,may,3,0,1.6833333333333333,0
49,technician,married,secondary,0,3033,0,0,unknown,15,may,5,0,2.0833333333333335,0
44,blue-collar,married,primary,0,412,1,0,unknown,15,may,13,0,0.9333333333333333,0
23,services,single,secondary,0,496,1,0,unknown,15,may,2,0,7.166666666666667,0
45,blue-collar,divorced,primary,0,749,1,0,unknown,15,may,6,0,4.033333333333333,0
54,management,single,tertiary,0,1439,1,0,unknown,15,may,3,0,13.483333333333333,0
43,management,married,tertiary,0,2767,1,0,unknown,15,may,7,0,5.283333333333333,0
44,blue-collar,married,primary,0,140,1,0,unknown,15,may,9,0,0.11666666666666667,0
52,blue-collar,married,primary,0,4015,1,0,unknown,15,may,2,0,8.216666666666667,0
37,blue-collar,married,secondary,0,77,1,0,unknown,15,may,7,0,6.35,0
53,management,single,tertiary,0,1074,1,0,unknown,15,may,2,0,8.716666666666667,0
31,blue-collar,married,secondary,0,-720,1,1,unknown,15,may,2,0,1.8666666666666667,0
56,blue-collar,married,primary,0,690,1,0,unknown,15,may,2,0,5.15,0
40,management,married,primary,0,1231,1,1,unknown,15,may,2,0,3.066666666666667,0
58,management,married,tertiary,0,714,1,0,unknown,15,may,6,0,14.166666666666666,0
42,blue-collar,married,primary,0,1742,1,0,unknown,15,may,2,0,7.0,0
59,retired,divorced,secondary,0,337,1,0,unknown,15,may,4,0,1.9666666666666666,0
45,technician,married,secondary,0,-237,1,1,unknown,15,may,3,0,1.1833333333333333,0
53,admin,married,secondary,0,1739,1,0,unknown,15,may,3,0,1.7166666666666666,0
55,technician,married,tertiary,0,874,1,0,unknown,15,may,11,0,5.233333333333333,0
60,admin,married,secondary,0,1880,1,0,unknown,15,may,4,0,3.2666666666666666,0
48,entrepreneur,married,primary,0,3705,1,0,unknown,15,may,2,0,2.5166666666666666,0
43,technician,single,secondary,0,1195,1,0,unknown,15,may,9,0,8.6,0
47,technician,married,secondary,0,2781,1,0,unknown,15,may,4,0,14.25,0
33,blue-collar,married,secondary,0,175,1,0,unknown,15,may,2,0,6.533333333333333,0
37,services,married,secondary,0,1,0,0,unknown,15,may,2,0,6.583333333333333,0
60,management,divorced,primary,0,38,1,0,unknown,15,may,4,0,1.3,0
52,blue-collar,married,secondary,0,2206,1,0,unknown,15,may,5,0,14.583333333333334,0
31,admin,single,secondary,0,358,1,0,unknown,15,may,2,0,2.066666666666667,0
31,unemployed,single,primary,0,0,1,0,unknown,15,may,18,0,0.4,0
53,technician,married,secondary,0,4541,1,0,unknown,15,may,6,0,3.1666666666666665,0
45,blue-collar,married,secondary,0,120,1,1,unknown,15,may,3,0,0.8833333333333333,0
56,blue-collar,married,secondary,0,-382,1,0,unknown,15,may,4,0,4.633333333333334,0
36,technician,married,secondary,0,146,1,1,unknown,15,may,2,0,4.733333333333333,0
40,services,married,secondary,0,574,1,0,unknown,15,may,3,0,1.1333333333333333,0
42,blue-collar,married,primary,0,2519,1,0,unknown,15,may,4,0,4.366666666666666,0
52,admin,married,secondary,0,395,1,0,unknown,15,may,3,0,6.516666666666667,0
46,self-employed,divorced,tertiary,0,8717,1,0,unknown,15,may,5,0,5.716666666666667,0
59,admin,divorced,secondary,0,975,1,0,unknown,15,may,4,0,4.383333333333334,0
41,technician,married,secondary,0,768,1,0,unknown,15,may,4,0,3.566666666666667,0
61,retired,married,secondary,0,280,1,0,unknown,15,may,3,0,1.4666666666666666,0
57,management,married,tertiary,0,388,0,1,unknown,15,may,4,0,4.366666666666666,0
32,admin,single,secondary,0,289,0,0,unknown,15,may,12,0,4.25,0
55,management,single,tertiary,0,1092,1,1,unknown,15,may,4,0,3.3666666666666667,0
54,management,married,secondary,0,1394,1,0,unknown,15,may,5,0,7.3,0
55,services,married,secondary,0,151,1,0,unknown,15,may,2,0,1.4666666666666666,0
43,blue-collar,married,primary,0,7727,1,0,unknown,15,may,8,0,5.033333333333333,0
31,blue-collar,single,secondary,0,33,1,0,unknown,15,may,4,0,3.566666666666667,0
34,blue-collar,married,secondary,0,452,1,0,unknown,15,may,3,0,1.5,0
31,management,single,tertiary,0,635,1,0,unknown,15,may,2,0,4.883333333333334,0
23,services,single,secondary,0,75,1,0,unknown,15,may,4,0,7.466666666666667,0
35,technician,single,tertiary,0,1455,1,0,unknown,15,may,6,0,1.1666666666666667,0
43,blue-collar,married,primary,0,2605,1,0,unknown,15,may,4,0,5.783333333333333,0
31,technician,single,tertiary,0,56,0,0,unknown,15,may,3,0,5.333333333333333,0
45,technician,married,secondary,0,89,1,0,unknown,15,may,2,0,2.9166666666666665,0
29,technician,married,secondary,0,84,1,0,unknown,15,may,12,0,3.7,0
27,technician,married,secondary,0,7,1,0,unknown,15,may,2,0,1.6333333333333333,0
52,blue-collar,married,primary,0,238,1,0,unknown,15,may,5,0,12.233333333333333,0
58,management,married,tertiary,0,2360,0,0,unknown,15,may,3,0,2.95,0
39,blue-collar,single,primary,0,-21,0,0,unknown,15,may,3,0,2.0166666666666666,0
52,technician,divorced,secondary,0,409,1,0,unknown,15,may,7,0,1.2166666666666666,0
60,retired,married,primary,0,894,1,0,unknown,15,may,7,0,1.0833333333333333,0
52,services,married,secondary,0,108,1,0,unknown,15,may,12,0,9.05,0
45,admin,married,secondary,0,805,1,0,unknown,15,may,3,0,3.1,0
58,blue-collar,married,primary,0,2547,0,0,unknown,15,may,4,0,2.9,0
56,entrepreneur,married,tertiary,0,-124,1,0,unknown,15,may,5,0,6.233333333333333,0
51,blue-collar,married,secondary,0,1414,1,0,unknown,15,may,2,0,4.016666666666667,0
50,blue-collar,married,secondary,0,6258,1,0,unknown,15,may,7,0,2.316666666666667,0
39,self-employed,married,tertiary,0,-176,1,0,unknown,15,may,13,0,2.6,0
58,management,divorced,tertiary,0,1533,0,0,unknown,15,may,2,0,2.283333333333333,0
51,self-employed,single,secondary,0,1640,1,0,unknown,15,may,4,0,1.1166666666666667,0
45,blue-collar,married,primary,0,91,1,0,unknown,15,may,2,0,3.9833333333333334,0
41,management,single,tertiary,0,480,1,0,unknown,15,may,2,0,2.966666666666667,0
28,blue-collar,single,primary,0,643,1,0,unknown,15,may,1,0,4.95,0
46,admin,married,secondary,0,35,0,0,unknown,16,may,2,0,1.4,0
43,management,single,secondary,0,-228,1,1,unknown,16,may,2,0,2.033333333333333,0
53,retired,married,secondary,0,1139,1,0,unknown,16,may,6,0,1.7833333333333334,0
50,admin,divorced,secondary,0,1332,1,0,unknown,16,may,3,0,1.5833333333333333,0
55,technician,married,secondary,0,0,1,0,unknown,16,may,3,0,4.133333333333334,0
52,blue-collar,married,primary,0,779,1,0,unknown,16,may,3,0,0.5,0
53,admin,married,primary,0,228,1,0,unknown,16,may,1,0,1.6166666666666667,0
51,blue-collar,married,secondary,0,22,1,0,unknown,16,may,2,0,5.6,0
31,admin,single,secondary,0,0,1,0,unknown,16,may,4,0,0.4666666666666667,0
41,technician,single,secondary,0,2919,1,0,unknown,16,may,3,0,5.483333333333333,0
39,blue-collar,married,primary,0,186,1,0,unknown,16,may,3,0,3.466666666666667,0
60,management,divorced,secondary,0,773,1,1,unknown,16,may,22,0,9.95,0
41,management,married,secondary,0,218,1,0,unknown,16,may,1,0,4.116666666666666,0
36,blue-collar,married,secondary,0,512,1,0,unknown,16,may,1,0,5.716666666666667,0
40,blue-collar,single,secondary,0,1101,1,0,unknown,16,may,1,0,3.566666666666667,0
29,blue-collar,married,secondary,0,1956,1,0,unknown,16,may,6,0,4.433333333333334,0
32,admin,married,secondary,0,0,0,0,unknown,16,may,1,0,2.283333333333333,0
45,blue-collar,divorced,primary,0,104,1,0,unknown,16,may,4,0,3.433333333333333,0
32,technician,divorced,secondary,0,75,0,0,unknown,16,may,1,0,2.15,0
31,housemaid,single,secondary,0,1301,1,0,unknown,16,may,15,0,1.15,0
58,retired,divorced,primary,0,6,0,0,unknown,16,may,1,0,3.8,0
40,technician,married,secondary,0,75,1,0,unknown,16,may,1,0,4.316666666666666,0
40,services,married,primary,0,44,1,0,unknown,16,may,1,0,2.4,0
40,admin,married,secondary,0,2,1,0,unknown,16,may,1,0,0.48333333333333334,0
35,management,single,tertiary,0,205,1,0,unknown,16,may,1,0,8.533333333333333,0
39,blue-collar,married,primary,0,2133,1,1,unknown,16,may,1,0,2.9833333333333334,0
39,technician,married,tertiary,0,94,1,1,unknown,16,may,1,1,13.55,0
30,self-employed,single,tertiary,0,901,1,1,unknown,16,may,1,0,10.016666666666667,0
57,management,married,tertiary,0,3431,1,0,unknown,16,may,1,0,1.2166666666666666,0
60,services,married,secondary,0,8837,1,0,unknown,16,may,4,0,2.4,0
55,technician,married,secondary,0,726,1,0,unknown,16,may,1,0,4.516666666666667,0
40,technician,married,secondary,0,26,1,0,unknown,16,may,3,0,3.8333333333333335,0
27,student,single,tertiary,0,66,1,0,unknown,16,may,1,0,7.6,0
40,admin,married,secondary,0,2523,1,0,unknown,16,may,1,0,1.25,0
28,management,married,tertiary,0,82,1,1,unknown,16,may,1,0,3.75,0
32,management,married,tertiary,0,0,1,0,unknown,16,may,1,0,6.45,0
53,management,single,secondary,0,5558,1,0,unknown,16,may,3,0,4.766666666666667,0
29,admin,single,secondary,0,-507,1,0,unknown,16,may,1,0,4.766666666666667,0
29,technician,single,tertiary,0,47,1,0,unknown,16,may,11,0,1.85,0
32,management,married,secondary,0,1423,1,0,unknown,16,may,3,0,3.716666666666667,0
47,services,married,secondary,0,51,1,1,unknown,16,may,1,0,5.2,0
40,services,married,secondary,0,1688,0,0,unknown,16,may,1,0,1.55,0
33,services,single,secondary,0,0,1,0,unknown,16,may,1,0,3.533333333333333,0
55,housemaid,married,primary,0,1000,1,0,unknown,16,may,1,0,2.966666666666667,0
31,blue-collar,single,secondary,0,0,1,1,unknown,16,may,1,0,1.85,0
33,management,married,tertiary,0,273,1,0,unknown,16,may,1,1,13.383333333333333,0
42,admin,divorced,secondary,0,153,1,0,unknown,16,may,1,1,14.066666666666666,0
31,admin,divorced,tertiary,0,146,1,0,unknown,16,may,1,0,4.95,0
43,admin,single,secondary,0,2539,1,0,unknown,16,may,4,0,8.816666666666666,0
36,services,married,secondary,0,208,1,0,unknown,16,may,1,0,1.65,0
48,management,married,tertiary,0,542,1,0,unknown,16,may,1,0,2.283333333333333,0
31,self-employed,single,tertiary,0,144,1,0,unknown,16,may,1,1,11.266666666666667,0
45,technician,married,secondary,0,999,1,0,unknown,16,may,2,0,10.933333333333334,0
43,blue-collar,married,secondary,0,19,1,0,unknown,16,may,1,0,4.15,0
42,admin,divorced,secondary,0,63,0,0,unknown,16,may,6,0,1.4666666666666666,0
40,services,married,secondary,0,446,1,0,unknown,16,may,1,1,20.866666666666667,0
29,blue-collar,married,secondary,0,832,1,0,unknown,16,may,2,0,3.8,0
26,blue-collar,married,secondary,0,246,1,0,unknown,16,may,3,1,19.05,0
53,unemployed,married,secondary,0,76,1,1,unknown,16,may,1,0,4.716666666666667,0
31,technician,divorced,secondary,0,268,0,0,unknown,16,may,2,0,1.9666666666666666,0
25,admin,married,secondary,0,16,1,0,unknown,16,may,1,0,2.15,0
26,admin,single,secondary,0,-235,1,0,unknown,16,may,1,0,1.7166666666666666,0
36,admin,single,secondary,0,0,1,1,unknown,16,may,1,0,3.55,0
43,services,divorced,secondary,0,207,1,0,unknown,16,may,1,0,2.2,0
45,admin,divorced,secondary,0,109,1,0,unknown,16,may,1,0,2.033333333333333,0
56,management,divorced,tertiary,0,975,1,0,unknown,16,may,4,0,2.1666666666666665,0
51,technician,married,secondary,0,143,1,0,unknown,16,may,1,0,10.45,0
47,blue-collar,married,primary,0,1756,1,0,unknown,16,may,1,0,3.45,0
44,housemaid,married,primary,1,-972,1,1,unknown,16,may,2,0,1.9,0
31,services,married,secondary,0,5,1,0,unknown,16,may,1,0,3.6,0
46,management,married,secondary,0,36,1,0,unknown,16,may,1,0,4.166666666666667,0
32,management,single,tertiary,0,0,0,0,unknown,16,may,1,0,1.5166666666666666,0
31,admin,married,secondary,0,468,1,0,unknown,16,may,1,0,2.65,0
45,blue-collar,married,primary,0,804,1,0,unknown,16,may,1,1,8.8,0
31,unemployed,single,secondary,0,199,1,0,unknown,16,may,1,0,1.4333333333333333,0
40,technician,married,secondary,0,257,1,0,unknown,16,may,4,0,12.183333333333334,0
26,blue-collar,single,primary,0,102,1,0,unknown,16,may,1,0,0.7666666666666667,0
29,management,married,tertiary,0,1,1,1,unknown,16,may,1,0,0.8166666666666667,0
30,services,single,secondary,0,484,1,0,unknown,16,may,2,0,5.933333333333334,0
39,management,married,tertiary,0,0,1,1,unknown,16,may,2,0,1.7833333333333334,0
51,blue-collar,married,primary,0,196,1,0,unknown,16,may,1,0,4.133333333333334,0
58,admin,married,primary,0,879,1,0,unknown,16,may,7,0,4.033333333333333,0
44,entrepreneur,married,tertiary,0,3689,1,0,unknown,16,may,3,0,2.2333333333333334,0
49,technician,married,secondary,0,1269,1,0,unknown,16,may,2,0,5.916666666666667,0
30,admin,married,secondary,0,67,1,0,unknown,16,may,1,0,2.4833333333333334,0
38,blue-collar,married,secondary,0,961,1,0,unknown,16,may,1,0,5.766666666666667,0
40,services,married,secondary,0,181,1,0,unknown,16,may,1,0,6.166666666666667,0
34,entrepreneur,married,tertiary,0,355,1,0,unknown,16,may,1,0,4.35,0
41,management,married,tertiary,0,0,0,1,unknown,16,may,4,0,5.5,0
37,management,single,tertiary,0,499,1,0,unknown,16,may,1,0,8.95,0
32,services,divorced,secondary,0,-115,1,0,unknown,16,may,1,0,2.2333333333333334,0
31,blue-collar,married,secondary,0,92,1,0,unknown,16,may,1,1,11.466666666666667,0
34,self-employed,married,tertiary,0,1029,1,1,unknown,16,may,1,0,2.0833333333333335,0
42,admin,married,secondary,0,534,1,0,unknown,16,may,2,0,2.316666666666667,0
27,services,married,secondary,0,15,1,0,unknown,16,may,1,0,2.783333333333333,0
35,services,married,secondary,0,1053,1,0,unknown,16,may,1,0,0.4166666666666667,0
43,admin,single,secondary,0,6,0,0,unknown,16,may,1,0,4.066666666666666,0
29,services,single,secondary,0,-142,1,0,unknown,16,may,1,0,2.3333333333333335,0
33,services,divorced,secondary,0,2,1,0,unknown,16,may,1,0,2.75,0
57,retired,divorced,secondary,0,70,1,0,unknown,16,may,1,0,2.033333333333333,0
50,entrepreneur,married,secondary,0,556,1,0,unknown,16,may,2,0,2.1666666666666665,0
28,services,single,secondary,0,45,1,0,unknown,16,may,1,0,5.75,0
45,blue-collar,divorced,secondary,0,9,1,0,unknown,16,may,6,0,4.616666666666666,0
