age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_in_minutes
31,technician,married,secondary,0,106,1,0,unknown,13,may,13,0,1.6833333333333333
48,management,married,tertiary,0,489,1,0,unknown,13,may,1,0,1.0
46,technician,single,secondary,0,148,1,0,unknown,13,may,1,0,3.5
41,blue-collar,divorced,secondary,0,14,1,1,unknown,13,may,6,0,1.0833333333333333
26,management,married,tertiary,0,1531,1,0,unknown,13,may,4,0,2.15
26,blue-collar,married,secondary,0,3108,1,0,unknown,13,may,3,0,8.016666666666667
52,admin,divorced,secondary,0,26,1,0,unknown,13,may,1,0,3.5833333333333335
47,blue-collar,married,primary,0,2466,1,0,unknown,13,may,2,0,2.3666666666666667
47,blue-collar,married,unknown,0,1045,1,0,unknown,13,may,2,0,6.85
27,blue-collar,married,primary,1,-588,0,0,unknown,13,may,2,0,8.85
31,services,married,secondary,0,413,1,0,unknown,13,may,1,0,1.0833333333333333
60,retired,married,tertiary,0,0,1,0,unknown,13,may,4,0,0.5666666666666667
58,retired,married,primary,0,193,1,1,unknown,13,may,3,0,13.133333333333333
44,blue-collar,married,secondary,0,1340,1,0,unknown,13,may,1,0,4.066666666666666
32,blue-collar,married,secondary,0,363,1,0,unknown,13,may,1,0,7.183333333333334
33,blue-collar,married,primary,0,-306,1,1,unknown,13,may,4,0,14.183333333333334
38,admin,married,secondary,0,607,1,0,unknown,13,may,3,0,5.25
35,technician,divorced,secondary,0,556,1,0,unknown,13,may,1,0,3.566666666666667
47,technician,married,secondary,0,449,1,1,unknown,13,may,4,0,1.5333333333333334
32,blue-collar,single,secondary,0,338,1,0,unknown,13,may,3,0,1.2166666666666666
41,management,married,primary,0,-4,1,1,unknown,13,may,3,0,3.0166666666666666
30,management,single,tertiary,0,623,1,0,unknown,13,may,2,0,2.65
60,retired,married,secondary,0,1390,0,1,unknown,13,may,2,0,0.9666666666666667
36,blue-collar,divorced,secondary,0,719,1,0,unknown,13,may,1,0,17.533333333333335
46,blue-collar,married,primary,0,369,1,0,unknown,13,may,2,1,15.266666666666667
58,blue-collar,married,primary,0,1357,1,0,unknown,13,may,2,0,2.5
52,entrepreneur,married,unknown,0,0,1,0,unknown,13,may,2,0,2.75
55,management,married,secondary,0,0,1,0,unknown,13,may,2,0,5.15
43,blue-collar,married,primary,0,2047,1,0,unknown,13,may,2,0,2.716666666666667
24,admin,single,secondary,0,507,1,0,unknown,13,may,3,0,3.5
24,blue-collar,married,primary,0,-427,1,0,unknown,13,may,3,0,2.75
25,blue-collar,married,secondary,0,53,1,0,unknown,13,may,2,0,5.516666666666667
40,technician,married,secondary,0,93,1,0,unknown,13,may,2,0,2.2333333333333334
31,blue-collar,married,secondary,0,822,1,0,unknown,13,may,6,0,3.0833333333333335
31,technician,single,secondary,0,849,1,1,unknown,13,may,2,0,4.916666666666667
26,blue-collar,single,secondary,0,-214,1,0,unknown,13,may,4,0,1.4333333333333333
52,blue-collar,married,secondary,0,161,1,0,unknown,13,may,2,0,4.566666666666666
25,technician,single,tertiary,0,800,1,0,unknown,13,may,4,0,2.5166666666666666
40,blue-collar,married,secondary,0,598,1,0,unknown,13,may,11,0,1.15
42,blue-collar,divorced,secondary,0,-135,1,0,unknown,13,may,11,0,0.25
31,technician,married,tertiary,0,0,1,1,unknown,13,may,2,0,2.7333333333333334
43,entrepreneur,married,secondary,0,59,0,0,unknown,13,may,2,0,7.283333333333333
57,blue-collar,married,primary,0,452,1,0,unknown,13,may,4,0,2.316666666666667
30,housemaid,single,secondary,0,49,1,0,unknown,13,may,2,0,4.45
23,blue-collar,married,primary,0,-213,0,0,unknown,13,may,2,0,2.75
53,blue-collar,divorced,primary,0,2477,1,0,unknown,13,may,2,0,2.9166666666666665
44,self-employed,married,secondary,0,264,1,0,unknown,13,may,2,0,3.3
48,technician,married,secondary,0,4265,1,0,unknown,13,may,2,0,3.6666666666666665
59,retired,divorced,tertiary,0,559,1,0,unknown,13,may,2,0,2.8
33,management,married,secondary,0,-15,1,0,unknown,13,may,3,0,4.116666666666666
60,retired,married,secondary,0,926,1,0,unknown,13,may,2,0,4.85
42,services,married,secondary,0,693,1,0,unknown,13,may,2,0,3.1166666666666667
44,management,single,tertiary,0,9956,1,0,unknown,13,may,2,0,3.2333333333333334
50,management,single,tertiary,0,1300,1,0,unknown,13,may,2,0,6.316666666666666
54,retired,married,secondary,0,2626,0,0,unknown,13,may,2,0,2.5166666666666666
29,admin,single,secondary,0,-44,1,0,unknown,13,may,4,0,2.7666666666666666
59,self-employed,married,tertiary,0,593,0,0,unknown,13,may,2,0,1.0666666666666667
37,technician,married,secondary,0,511,1,0,unknown,13,may,4,0,3.8666666666666667
55,retired,married,secondary,0,493,1,0,unknown,13,may,7,0,10.783333333333333
53,retired,divorced,tertiary,0,599,1,0,unknown,13,may,3,0,5.366666666666666
31,services,married,secondary,0,272,1,0,unknown,13,may,12,0,2.216666666666667
49,management,married,tertiary,0,735,1,0,unknown,13,may,3,0,0.8333333333333334
28,blue-collar,married,primary,0,15,1,0,unknown,13,may,2,0,1.45
47,blue-collar,married,primary,0,159,1,0,unknown,13,may,2,0,12.85
31,blue-collar,married,primary,0,651,1,0,unknown,13,may,2,0,4.016666666666667
49,housemaid,divorced,primary,0,198,1,0,unknown,13,may,3,0,3.4166666666666665
59,blue-collar,married,unknown,0,-278,1,0,unknown,13,may,2,0,5.3
34,blue-collar,married,secondary,0,-100,1,0,unknown,13,may,9,0,1.8166666666666667
43,admin,married,primary,0,15,1,0,unknown,13,may,2,0,5.066666666666666
38,blue-collar,married,primary,0,0,0,0,unknown,13,may,2,0,3.4833333333333334
41,services,married,secondary,0,108,1,1,unknown,13,may,7,0,1.3833333333333333
44,blue-collar,married,primary,0,617,1,0,unknown,13,may,2,0,3.783333333333333
31,services,single,secondary,0,516,1,0,unknown,13,may,2,0,4.516666666666667
35,blue-collar,married,primary,0,11,1,0,unknown,13,may,4,0,5.433333333333334
37,admin,married,secondary,0,1026,1,0,unknown,13,may,2,0,6.483333333333333
58,admin,married,secondary,0,3635,0,0,unknown,13,may,2,0,4.55
24,blue-collar,married,secondary,0,32,0,0,unknown,13,may,3,0,4.4
35,blue-collar,single,primary,0,-123,1,0,unknown,13,may,4,0,18.433333333333334
33,blue-collar,divorced,secondary,0,-238,1,0,unknown,13,may,2,0,1.2166666666666666
40,entrepreneur,married,tertiary,0,1089,1,1,unknown,13,may,5,0,3.25
46,admin,divorced,tertiary,0,3749,1,0,unknown,13,may,19,0,1.15
41,blue-collar,married,primary,0,3140,1,0,unknown,13,may,9,0,1.45
33,blue-collar,married,tertiary,0,221,1,0,unknown,13,may,7,0,2.033333333333333
35,blue-collar,divorced,primary,0,300,1,0,unknown,13,may,2,1,15.75
57,retired,divorced,primary,0,515,1,0,unknown,13,may,2,0,4.8
40,technician,married,primary,0,819,1,0,unknown,13,may,3,0,0.8333333333333334
36,blue-collar,married,secondary,0,722,1,0,unknown,13,may,3,0,13.6
47,management,divorced,secondary,0,3346,1,1,unknown,13,may,2,0,4.733333333333333
50,blue-collar,married,primary,0,419,1,0,unknown,13,may,4,0,1.9333333333333333
51,technician,married,secondary,0,330,1,0,unknown,13,may,4,0,1.2
41,management,divorced,tertiary,0,1576,1,0,unknown,13,may,2,0,3.8666666666666667
38,management,married,tertiary,0,258,1,0,unknown,13,may,3,0,2.066666666666667
39,blue-collar,married,primary,0,317,1,0,unknown,13,may,3,0,5.433333333333334
25,services,single,secondary,1,57,1,1,unknown,13,may,5,0,3.1666666666666665
43,technician,married,secondary,0,3285,1,0,unknown,13,may,2,1,28.683333333333334
33,blue-collar,married,secondary,0,152,1,0,unknown,13,may,2,0,5.85
45,blue-collar,married,secondary,0,2429,1,0,unknown,13,may,2,0,2.85
58,unknown,divorced,secondary,0,3111,1,0,unknown,13,may,2,0,2.7666666666666666
57,blue-collar,married,primary,0,1352,1,0,unknown,13,may,2,0,1.7333333333333334
27,unemployed,single,tertiary,0,37,1,0,unknown,13,may,3,0,2.716666666666667
25,technician,single,tertiary,0,640,1,0,unknown,13,may,2,0,8.2
38,blue-collar,married,unknown,0,113,0,0,unknown,13,may,10,0,0.4166666666666667
28,technician,single,secondary,0,468,1,0,unknown,13,may,3,0,2.533333333333333
33,services,married,secondary,0,184,1,0,unknown,13,may,4,0,1.8166666666666667
44,blue-collar,single,secondary,0,633,1,0,unknown,13,may,1,0,17.2
57,admin,married,secondary,0,7,1,0,unknown,14,may,6,0,1.0833333333333333
46,blue-collar,single,secondary,0,57,1,0,unknown,14,may,4,0,3.2333333333333334
57,technician,divorced,secondary,0,0,1,0,unknown,14,may,2,0,6.0
42,blue-collar,divorced,primary,0,419,1,1,unknown,14,may,4,0,1.6
46,admin,married,secondary,0,120,1,0,unknown,14,may,11,0,0.3333333333333333
39,entrepreneur,married,secondary,0,580,1,0,unknown,14,may,4,0,5.383333333333334
27,blue-collar,married,secondary,0,362,1,0,unknown,14,may,2,0,5.533333333333333
42,management,married,secondary,0,43,1,0,unknown,14,may,8,0,12.25
58,admin,married,secondary,0,749,1,0,unknown,14,may,2,0,2.5166666666666666
42,admin,single,secondary,0,243,1,0,unknown,14,may,5,0,0.7666666666666667
48,blue-collar,married,primary,0,9004,0,0,unknown,14,may,3,0,2.6333333333333333
57,services,single,secondary,0,2236,1,0,unknown,14,may,2,0,1.2166666666666666
52,admin,single,secondary,0,3348,1,0,unknown,14,may,4,0,6.783333333333333
54,blue-collar,divorced,primary,0,2062,1,0,unknown,14,may,2,0,7.3
55,retired,married,secondary,0,188,0,0,unknown,14,may,2,0,2.316666666666667
46,blue-collar,married,primary,0,1483,1,0,unknown,14,may,3,0,2.9
48,entrepreneur,married,unknown,0,2550,1,0,unknown,14,may,3,0,2.9166666666666665
25,admin,single,secondary,1,53,1,0,unknown,14,may,4,0,5.216666666666667
38,management,divorced,tertiary,0,547,1,0,unknown,14,may,4,0,2.283333333333333
46,retired,married,primary,0,1374,0,1,unknown,14,may,3,0,0.36666666666666664
48,technician,married,unknown,0,67,1,0,unknown,14,may,4,0,5.466666666666667
43,blue-collar,married,primary,0,4998,1,0,unknown,14,may,4,0,1.55
52,technician,married,secondary,0,0,0,0,unknown,14,may,2,0,1.6166666666666667
27,blue-collar,single,secondary,1,-2,1,1,unknown,14,may,5,0,2.05
29,blue-collar,married,secondary,0,23,1,0,unknown,14,may,4,0,3.65
49,admin,married,secondary,0,512,1,1,unknown,14,may,3,0,7.583333333333333
30,blue-collar,single,secondary,1,447,0,0,unknown,14,may,6,0,1.7166666666666666
50,admin,married,secondary,0,1917,1,0,unknown,14,may,2,0,3.3333333333333335
58,blue-collar,married,unknown,0,4871,1,0,unknown,14,may,2,0,2.216666666666667
44,blue-collar,married,secondary,0,326,1,0,unknown,14,may,2,0,0.5833333333333334
52,technician,married,secondary,0,0,1,1,unknown,14,may,2,0,1.2833333333333334
44,entrepreneur,married,secondary,0,0,0,0,unknown,14,may,2,0,3.5166666666666666
27,blue-collar,single,secondary,0,14,0,0,unknown,14,may,2,0,1.2
35,technician,married,secondary,0,692,1,1,unknown,14,may,2,0,2.216666666666667
31,blue-collar,married,secondary,0,369,1,1,unknown,14,may,2,0,1.4833333333333334
31,blue-collar,married,primary,0,591,1,0,unknown,14,may,3,0,4.783333333333333
52,housemaid,married,secondary,0,3923,1,0,unknown,14,may,3,1,15.7
44,blue-collar,married,secondary,0,0,1,0,unknown,14,may,2,0,1.6833333333333333
28,blue-collar,single,primary,0,348,1,1,unknown,14,may,3,0,5.083333333333333
41,technician,married,secondary,0,102,1,1,unknown,14,may,9,0,6.45
54,technician,divorced,secondary,0,447,1,0,unknown,14,may,4,0,2.433333333333333
46,blue-collar,married,secondary,0,2121,1,0,unknown,14,may,1,0,2.6666666666666665
48,blue-collar,married,primary,0,5154,1,0,unknown,14,may,1,0,1.1666666666666667
31,admin,married,secondary,0,393,1,0,unknown,14,may,1,0,7.766666666666667
42,services,married,primary,0,5879,1,0,unknown,14,may,1,0,2.7
40,blue-collar,married,secondary,0,-31,1,0,unknown,14,may,4,0,1.95
56,self-employed,married,tertiary,0,871,1,0,unknown,14,may,1,0,6.35
45,management,married,tertiary,0,37378,1,0,unknown,14,may,1,0,2.783333333333333
53,technician,divorced,primary,0,1443,1,0,unknown,14,may,1,1,7.933333333333334
31,admin,married,secondary,0,752,1,0,unknown,14,may,1,0,2.966666666666667
42,management,married,tertiary,0,1093,1,0,unknown,14,may,1,0,4.333333333333333
51,technician,married,unknown,0,573,1,1,unknown,14,may,1,0,3.85
52,management,married,tertiary,0,258,0,0,unknown,14,may,1,0,3.1333333333333333
48,management,married,primary,0,247,1,1,unknown,14,may,1,0,2.4166666666666665
28,management,single,tertiary,0,202,1,0,unknown,14,may,3,0,2.716666666666667
34,technician,single,secondary,0,302,1,0,unknown,14,may,1,0,4.7
50,admin,married,secondary,0,736,1,0,unknown,14,may,1,0,1.2333333333333334
46,blue-collar,married,primary,0,0,1,0,unknown,14,may,1,0,1.2166666666666666
54,blue-collar,married,secondary,0,532,1,0,unknown,14,may,1,0,3.6666666666666665
43,technician,divorced,secondary,0,0,0,0,unknown,14,may,1,0,5.55
55,blue-collar,divorced,secondary,0,7378,0,0,unknown,14,may,3,0,5.266666666666667
47,blue-collar,married,primary,0,4666,0,0,unknown,14,may,3,0,7.516666666666667
43,entrepreneur,married,secondary,0,1516,1,0,unknown,14,may,1,0,5.3
45,technician,married,secondary,0,0,1,1,unknown,14,may,2,0,4.1
46,blue-collar,married,secondary,0,6085,1,1,unknown,14,may,2,0,5.183333333333334
39,technician,married,secondary,1,-183,1,0,unknown,14,may,2,0,3.3666666666666667
26,student,single,secondary,0,91,1,0,unknown,14,may,2,0,2.9
40,blue-collar,married,secondary,0,30,1,0,unknown,14,may,3,0,2.8
48,blue-collar,divorced,primary,0,24,1,0,unknown,14,may,1,1,13.866666666666667
53,technician,divorced,secondary,0,522,1,0,unknown,14,may,1,0,3.8333333333333335
40,technician,married,secondary,0,770,1,0,unknown,14,may,1,0,3.3333333333333335
54,blue-collar,married,secondary,0,1288,1,0,unknown,14,may,1,0,2.8333333333333335
46,technician,married,secondary,0,1029,1,0,unknown,14,may,1,0,2.3666666666666667
47,technician,divorced,secondary,0,4135,1,0,unknown,14,may,8,0,4.716666666666667
50,blue-collar,divorced,secondary,0,204,1,1,unknown,14,may,1,0,7.016666666666667
59,retired,divorced,primary,0,1534,1,0,unknown,14,may,1,0,4.633333333333334
44,services,single,secondary,0,0,1,0,unknown,14,may,1,0,2.9833333333333334
42,management,married,tertiary,0,877,1,0,unknown,14,may,1,0,3.966666666666667
52,management,married,secondary,0,478,1,0,unknown,14,may,2,0,1.8333333333333333
30,management,single,tertiary,0,1130,1,0,unknown,14,may,3,0,2.3
46,blue-collar,single,secondary,0,2401,1,0,unknown,14,may,2,0,3.6333333333333333
45,management,married,tertiary,0,740,1,0,unknown,14,may,2,0,2.6333333333333333
29,admin,single,secondary,0,993,0,0,unknown,14,may,1,0,1.75
53,blue-collar,married,primary,0,896,1,0,unknown,14,may,1,0,1.7666666666666666
55,admin,married,secondary,0,332,1,0,unknown,14,may,1,0,3.6166666666666667
45,management,single,tertiary,0,1088,0,0,unknown,14,may,1,0,2.2
35,technician,married,secondary,0,51,1,0,unknown,14,may,2,0,13.733333333333333
52,blue-collar,single,secondary,0,1541,1,0,unknown,14,may,1,0,4.05
40,management,married,tertiary,0,413,1,0,unknown,14,may,1,0,2.5
42,admin,married,secondary,0,2656,1,0,unknown,14,may,1,0,3.966666666666667
41,blue-collar,single,primary,0,1618,1,0,unknown,14,may,1,1,25.883333333333333
42,admin,divorced,secondary,0,146,1,0,unknown,14,may,2,0,2.466666666666667
40,admin,married,secondary,0,153,1,0,unknown,14,may,2,0,2.65
41,services,married,secondary,0,4505,1,0,unknown,14,may,2,0,1.8
57,management,married,tertiary,0,0,1,0,unknown,14,may,1,0,2.066666666666667
45,admin,married,secondary,0,520,1,0,unknown,14,may,1,0,7.533333333333333
47,management,married,primary,0,4151,1,0,unknown,14,may,1,0,1.9
40,unemployed,married,secondary,0,3382,1,0,unknown,14,may,1,0,2.0833333333333335
33,technician,single,secondary,0,261,1,0,unknown,14,may,1,0,10.366666666666667
49,entrepreneur,married,secondary,0,1160,1,0,unknown,14,may,1,0,2.55
39,management,divorced,tertiary,0,517,1,1,unknown,14,may,1,1,22.133333333333333
50,services,married,secondary,0,2956,1,0,unknown,14,may,1,0,11.433333333333334
60,retired,divorced,primary,0,1327,1,1,unknown,14,may,1,0,1.3333333333333333
53,technician,married,secondary,0,8417,1,0,unknown,14,may,1,0,7.25
58,retired,married,secondary,0,-172,1,0,unknown,14,may,1,0,5.0
52,services,married,secondary,0,2257,1,0,unknown,14,may,1,0,3.3833333333333333
42,admin,single,secondary,0,277,1,0,unknown,14,may,1,0,2.0166666666666666
42,blue-collar,married,secondary,0,902,1,0,unknown,14,may,1,0,1.1833333333333333
43,technician,married,secondary,0,212,1,0,unknown,14,may,1,0,1.3
51,admin,married,secondary,0,513,1,0,unknown,14,may,1,0,8.9
53,unknown,divorced,tertiary,0,2272,1,0,unknown,14,may,1,0,4.05
53,technician,married,secondary,0,719,1,0,unknown,14,may,1,0,3.8333333333333335
42,management,married,tertiary,0,1,0,0,unknown,14,may,1,0,4.216666666666667
40,technician,married,secondary,0,503,1,0,unknown,14,may,3,0,2.1166666666666667
59,retired,married,secondary,0,1521,1,1,unknown,14,may,2,1,18.75
59,retired,married,secondary,0,2516,1,1,unknown,14,may,1,0,4.7
48,housemaid,married,tertiary,0,468,1,0,unknown,14,may,1,0,3.6666666666666665
25,unknown,single,unknown,0,329,1,0,unknown,14,may,2,0,2.6333333333333333
59,blue-collar,married,primary,0,259,1,1,unknown,14,may,2,0,4.45
49,unemployed,married,secondary,0,769,1,0,unknown,14,may,1,0,4.283333333333333
42,management,married,tertiary,0,-700,1,0,unknown,14,may,1,0,1.8333333333333333
37,blue-collar,married,secondary,0,15801,1,0,unknown,14,may,9,0,7.6
40,blue-collar,married,primary,0,7831,1,0,unknown,14,may,1,0,1.3
31,management,married,tertiary,0,0,0,0,unknown,14,may,1,0,4.966666666666667
41,blue-collar,married,secondary,0,-68,1,0,unknown,14,may,2,0,7.15
60,technician,married,secondary,0,2639,1,0,unknown,14,may,2,0,8.05
42,admin,divorced,secondary,0,1076,1,0,unknown,14,may,1,0,3.55
48,blue-collar,married,primary,0,584,1,0,unknown,14,may,1,0,0.85
43,blue-collar,married,secondary,0,2706,1,1,unknown,14,may,1,0,0.7333333333333333
47,blue-collar,married,primary,0,1294,1,0,unknown,14,may,2,0,2.7333333333333334
40,self-employed,married,primary,0,771,1,0,unknown,14,may,1,0,2.7666666666666666
55,unemployed,divorced,secondary,0,283,1,1,unknown,14,may,2,0,3.6666666666666665
51,management,divorced,tertiary,0,482,1,0,unknown,14,may,1,0,2.966666666666667
54,management,married,tertiary,0,11,0,0,unknown,14,may,2,0,7.533333333333333
41,blue-collar,married,secondary,0,2823,1,0,unknown,14,may,1,1,14.3
41,blue-collar,married,secondary,0,338,1,0,unknown,14,may,1,0,1.45
53,blue-collar,married,secondary,0,5700,1,0,unknown,14,may,1,0,1.6166666666666667
46,admin,married,secondary,0,3028,1,1,unknown,14,may,1,0,1.9333333333333333
45,entrepreneur,married,primary,0,2418,1,0,unknown,14,may,1,0,2.0
48,blue-collar,married,secondary,0,1405,1,0,unknown,14,may,2,1,10.483333333333333
44,services,single,secondary,0,0,1,0,unknown,14,may,1,0,3.3
47,blue-collar,married,secondary,0,2775,0,0,unknown,14,may,1,0,4.366666666666666
49,blue-collar,married,secondary,0,611,1,1,unknown,14,may,1,0,2.9833333333333334
41,blue-collar,married,primary,0,1654,1,0,unknown,14,may,1,0,0.5833333333333334
54,blue-collar,married,primary,0,1691,1,0,unknown,14,may,1,0,2.6
48,technician,married,secondary,0,427,0,0,unknown,14,may,1,0,3.35
30,blue-collar,married,secondary,0,938,1,0,unknown,14,may,1,0,2.65
45,blue-collar,married,primary,0,626,1,0,unknown,14,may,1,0,1.1333333333333333
40,blue-collar,married,unknown,0,874,0,0,unknown,14,may,1,0,1.25
42,blue-collar,single,secondary,0,24,0,0,unknown,14,may,1,0,3.816666666666667
48,technician,married,secondary,0,7373,1,0,unknown,14,may,1,0,2.1
40,admin,married,secondary,0,1535,1,0,unknown,14,may,1,1,11.733333333333333
47,blue-collar,married,primary,0,2,1,1,unknown,14,may,1,0,2.7333333333333334
47,admin,married,secondary,0,829,1,1,unknown,14,may,1,0,5.65
33,blue-collar,single,secondary,0,164,1,0,unknown,14,may,1,0,7.683333333333334
54,blue-collar,married,secondary,0,1765,1,0,unknown,14,may,1,0,3.1333333333333333
46,blue-collar,married,secondary,0,1733,1,0,unknown,14,may,1,0,9.1
53,retired,married,primary,0,383,1,0,unknown,14,may,1,0,2.85
25,technician,single,tertiary,0,777,1,0,unknown,14,may,1,0,5.85
50,management,married,secondary,0,0,1,0,unknown,14,may,4,0,1.5666666666666667
40,blue-collar,married,secondary,0,1522,1,1,unknown,14,may,2,0,2.8
53,management,married,tertiary,0,4446,1,0,unknown,14,may,1,0,7.15
41,blue-collar,married,secondary,0,923,1,0,unknown,14,may,2,0,4.15
41,admin,married,secondary,0,1309,1,0,unknown,14,may,1,0,9.466666666666667
42,management,married,tertiary,0,1340,1,0,unknown,14,may,1,0,4.983333333333333
47,management,married,tertiary,0,3158,1,0,unknown,14,may,1,0,4.7
48,blue-collar,married,secondary,0,1596,1,0,unknown,14,may,1,1,12.666666666666666
43,blue-collar,married,primary,0,887,1,0,unknown,14,may,1,0,3.5166666666666666
55,management,married,tertiary,0,23189,1,0,unknown,14,may,1,0,1.2833333333333334
40,admin,married,secondary,0,1010,1,0,unknown,14,may,1,0,4.716666666666667
45,blue-collar,married,primary,0,246,1,0,unknown,14,may,1,0,4.383333333333334
54,retired,married,secondary,0,918,1,0,unknown,14,may,1,0,3.15
46,blue-collar,married,primary,0,1429,1,0,unknown,14,may,1,0,1.5166666666666666
57,retired,divorced,primary,0,2439,1,0,unknown,14,may,1,0,0.5333333333333333
49,entrepreneur,married,secondary,0,348,1,0,unknown,14,may,2,0,2.316666666666667
49,admin,married,secondary,0,387,1,0,unknown,14,may,1,0,5.783333333333333
41,blue-collar,single,primary,0,22,1,0,unknown,14,may,1,0,2.533333333333333
42,self-employed,married,primary,0,3641,1,0,unknown,14,may,1,0,14.483333333333333
42,management,single,secondary,0,2535,1,0,unknown,14,may,1,0,5.65
49,technician,married,primary,0,1878,1,0,unknown,14,may,1,0,4.45
42,blue-collar,married,secondary,0,3,1,0,unknown,14,may,1,0,0.5666666666666667
34,unemployed,single,secondary,0,9,1,0,unknown,14,may,2,0,2.55
47,blue-collar,married,primary,0,502,1,0,unknown,14,may,2,0,0.4666666666666667
41,admin,married,secondary,0,3634,1,0,unknown,14,may,1,0,3.6
45,technician,married,secondary,0,3395,1,0,unknown,14,may,1,0,3.5833333333333335
33,admin,single,secondary,0,673,1,0,unknown,14,may,2,0,3.316666666666667
53,blue-collar,married,primary,0,600,1,0,unknown,14,may,1,0,2.316666666666667
43,unemployed,single,primary,0,698,1,0,unknown,14,may,1,0,5.366666666666666
40,blue-collar,divorced,secondary,0,2540,1,0,unknown,14,may,1,0,3.15
34,blue-collar,married,primary,0,357,1,0,unknown,14,may,2,0,3.283333333333333
40,technician,married,secondary,0,782,1,0,unknown,14,may,2,0,3.7333333333333334
41,blue-collar,married,primary,0,2097,1,0,unknown,14,may,1,0,2.6666666666666665
44,blue-collar,single,unknown,0,-101,1,0,unknown,14,may,1,0,2.3833333333333333
57,admin,divorced,primary,0,628,1,1,unknown,14,may,1,0,3.183333333333333
42,technician,married,secondary,0,0,1,0,unknown,14,may,1,0,13.883333333333333
57,services,married,secondary,0,6874,1,0,unknown,14,may,1,0,5.933333333333334
43,blue-collar,divorced,secondary,0,16,1,0,unknown,14,may,2,0,8.083333333333334
45,blue-collar,married,primary,0,1691,1,0,unknown,14,may,1,0,0.95
60,retired,married,primary,0,1542,1,0,unknown,14,may,1,1,15.5
41,blue-collar,married,unknown,0,1057,1,0,unknown,14,may,2,0,4.116666666666666
49,blue-collar,married,primary,0,11317,1,0,unknown,14,may,1,0,3.466666666666667
42,admin,married,secondary,1,-1300,0,0,unknown,14,may,1,0,1.4833333333333334
41,services,married,primary,0,299,1,0,unknown,14,may,1,0,1.2
33,technician,single,secondary,0,189,1,0,unknown,14,may,1,0,4.333333333333333
56,blue-collar,married,secondary,0,1412,1,0,unknown,14,may,1,0,2.15
49,blue-collar,married,primary,0,0,1,0,unknown,14,may,2,0,2.5166666666666666
41,blue-collar,married,secondary,0,235,1,0,unknown,14,may,1,0,3.0166666666666666
48,management,married,tertiary,0,20718,1,0,unknown,14,may,1,0,2.0833333333333335
41,technician,married,secondary,0,1043,1,1,unknown,14,may,1,0,3.75
41,services,married,secondary,0,890,1,0,unknown,14,may,1,0,13.816666666666666
30,technician,single,secondary,0,768,0,1,unknown,14,may,2,0,12.483333333333333
52,entrepreneur,married,tertiary,0,618,1,1,unknown,14,may,2,0,2.7666666666666666
40,blue-collar,married,secondary,0,1313,0,0,unknown,14,may,1,0,1.45
60,retired,married,secondary,0,3932,1,0,unknown,14,may,2,0,6.783333333333333
28,management,single,tertiary,0,334,1,0,unknown,14,may,4,0,7.3
44,self-employed,divorced,secondary,0,80,1,1,unknown,14,may,2,0,6.45
44,technician,single,secondary,0,-27,1,1,unknown,14,may,3,0,1.6666666666666667
32,blue-collar,single,secondary,0,2285,1,0,unknown,14,may,2,0,6.883333333333334
53,management,married,tertiary,0,193,0,0,unknown,14,may,2,0,8.683333333333334
41,services,divorced,secondary,1,-198,0,1,unknown,14,may,1,0,2.216666666666667
57,retired,married,tertiary,0,1180,1,1,unknown,14,may,2,0,3.183333333333333
42,blue-collar,married,primary,0,505,1,0,unknown,14,may,2,0,8.683333333333334
31,management,married,secondary,0,6943,1,0,unknown,14,may,1,0,1.8166666666666667
46,blue-collar,married,secondary,0,243,1,1,unknown,14,may,2,0,5.75
40,technician,single,unknown,0,3652,1,0,unknown,14,may,2,1,17.133333333333333
46,technician,divorced,secondary,0,3455,1,0,unknown,14,may,2,0,9.433333333333334
55,self-employed,single,secondary,0,2607,1,0,unknown,14,may,1,0,0.6333333333333333
52,blue-collar,single,primary,0,2024,1,0,unknown,14,may,1,0,5.233333333333333
50,management,married,secondary,0,0,1,0,unknown,14,may,1,0,3.566666666666667
57,retired,married,secondary,0,-222,0,0,unknown,14,may,2,0,4.133333333333334
28,blue-collar,married,secondary,0,1238,1,0,unknown,14,may,1,0,4.1
46,blue-collar,married,secondary,0,33,1,0,unknown,14,may,8,0,2.2666666666666666
40,admin,divorced,secondary,0,1000,1,0,unknown,14,may,1,0,1.6333333333333333
56,blue-collar,married,secondary,0,881,1,0,unknown,14,may,2,0,3.75
48,services,divorced,secondary,0,403,1,0,unknown,14,may,1,0,6.066666666666666
36,management,single,tertiary,0,-38,1,0,unknown,14,may,1,0,13.066666666666666
37,technician,married,tertiary,1,0,1,0,unknown,14,may,14,0,1.55
41,entrepreneur,married,tertiary,0,221,1,0,unknown,14,may,2,0,0.95
43,blue-collar,married,secondary,0,1109,1,0,unknown,14,may,2,0,2.6666666666666665
40,entrepreneur,married,secondary,0,1416,1,0,unknown,14,may,2,0,3.5
40,entrepreneur,married,secondary,0,264,1,0,unknown,14,may,2,0,3.7
45,blue-collar,married,secondary,0,141,1,1,unknown,14,may,10,0,0.35
44,blue-collar,married,secondary,0,1944,1,0,unknown,14,may,5,0,3.7
53,entrepreneur,married,primary,0,694,1,0,unknown,14,may,1,0,2.6166666666666667
31,management,married,tertiary,0,303,1,0,unknown,14,may,1,0,2.3833333333333333
