,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,duration_in_minutes,kmeans_label,tsne_x,tsne_y,tsne_z,y,index
24936,31,technician,married,tertiary,0,26,0,1,cellular,18,nov,1,6.983333,0,-13.6619425,-1.7195458,-0.4062747,1,24936
32324,42,blue-collar,married,secondary,0,1598,1,1,cellular,16,apr,2,24.383333,0,8.064029,9.119971,6.113196,1,32324
29895,32,admin,single,secondary,0,678,1,0,cellular,4,feb,1,26.316668,0,-1.5225874,-1.2733561,-9.185297,1,29895
34337,63,management,married,unknown,0,2352,0,0,telephone,4,may,7,7.9166665,0,10.900839,2.724342,-10.399903,1,34337
37711,39,management,married,tertiary,0,1738,1,0,cellular,14,may,1,10.55,0,9.126728,10.234392,1.2944,1,37711
31305,43,technician,married,secondary,0,1358,0,0,cellular,10,mar,3,2.65,0,5.7175865,2.9262404,12.109012,1,31305
37993,53,services,divorced,secondary,0,765,1,0,cellular,14,may,3,15.983334,0,1.2083807,-6.815608,-7.79081,1,37993
20619,40,unemployed,divorced,secondary,0,1694,0,0,cellular,12,aug,6,7.883333,0,8.829737,10.061094,2.6720774,1,20619
19282,42,technician,married,tertiary,0,14282,1,0,cellular,6,aug,4,10.816667,2,21.623156,1.3916918,-7.4359746,1,19282
32865,34,management,married,secondary,1,879,1,0,cellular,17,apr,1,11.866667,0,3.8318741,-11.308912,-2.2317908,1,32865
32892,49,entrepreneur,married,secondary,0,687,1,0,cellular,17,apr,1,12.866667,0,-0.44476026,-1.9717038,-10.020801,1,32892
34161,33,technician,married,tertiary,0,0,0,0,cellular,30,apr,2,3.7833333,0,-10.494986,2.9263575,-3.4241395,1,34161
33780,76,management,married,unknown,0,1780,1,0,telephone,23,apr,3,6.883333,0,9.74422,10.728287,0.0704124,1,33780
15722,54,technician,divorced,secondary,0,859,0,1,cellular,21,jul,1,11.833333,0,3.3229675,-11.31176,-3.8232975,1,15722
30627,66,technician,married,secondary,0,0,0,0,cellular,6,feb,1,12.516666,0,-12.752095,8.76161,-2.2749505,1,30627
31244,49,technician,married,tertiary,0,523,1,0,cellular,3,mar,2,2.5333333,0,-1.6372864,9.46984,-6.2733846,1,31244
18894,36,management,divorced,tertiary,0,0,0,0,cellular,4,aug,1,19.416666,0,-14.6636,5.2554703,-0.37437734,1,18894
13983,30,blue-collar,married,secondary,0,0,1,1,cellular,10,jul,1,23.316668,0,-15.007901,3.600967,-1.5424978,1,13983
13807,47,blue-collar,married,secondary,0,182,1,0,telephone,10,jul,1,0.65,0,-3.327581,-7.6611495,1.6638067,1,13807
37242,34,admin,married,tertiary,0,142,1,0,cellular,13,may,1,7.65,0,-5.9359183,-11.486179,1.1636477,1,37242
3708,31,self-employed,single,tertiary,0,144,1,0,unknown,16,may,1,11.266666,0,-5.611687,-11.589793,1.1957078,1,3708
31135,39,technician,married,secondary,0,2266,0,0,cellular,18,feb,4,3.4666667,0,10.501772,4.524902,-9.408924,1,31135
27559,52,blue-collar,married,secondary,0,580,0,0,cellular,21,nov,2,16.083334,0,-1.3043127,6.4107585,-9.207544,1,27559
34032,28,technician,single,secondary,0,227,0,0,cellular,30,apr,1,4.633333,0,-2.0601602,-3.9778333,4.8147426,1,34032
39010,34,blue-collar,married,secondary,0,243,1,0,cellular,18,may,1,8.45,0,-1.8446822,-2.1307507,4.660636,1,39010
17219,48,housemaid,married,secondary,0,513,0,1,cellular,28,jul,3,15.65,0,-0.99594814,10.876361,-6.3774595,1,17219
25407,30,admin,married,secondary,0,8781,1,0,cellular,18,nov,1,14.966666,1,20.21359,2.69817,-3.375868,1,25407
1340,49,admin,divorced,secondary,0,168,1,1,unknown,8,may,1,8.55,0,-3.8148177,-8.652928,0.9518698,1,1340
15748,42,unemployed,married,unknown,0,970,1,0,telephone,21,jul,10,11.516666,0,4.6538725,-12.03423,3.5077074,1,15748
29543,53,blue-collar,married,primary,0,751,1,0,cellular,3,feb,2,25.466667,0,0.92931604,-5.8473506,-7.8259764,1,29543
34108,30,technician,married,secondary,0,776,0,0,cellular,30,apr,2,14.35,0,0.8927407,-7.631932,-7.4428873,1,34108
17028,35,technician,single,tertiary,0,470,1,0,cellular,25,jul,13,12.383333,0,-0.6907328,12.897042,-2.7866373,1,17028
36985,40,blue-collar,married,unknown,0,87,1,0,cellular,13,may,3,7.95,0,-11.485585,-8.97844,0.051197976,1,36985
34755,27,admin,married,secondary,0,710,1,1,cellular,6,may,1,10.883333,0,-1.0780653,-3.7775855,-8.867051,1,34755
34063,25,management,single,tertiary,0,219,0,0,cellular,30,apr,1,7.633333,0,-2.1387117,-4.5578337,4.669202,1,34063
34562,39,management,married,tertiary,0,0,1,0,cellular,5,may,2,13.516666,0,-13.70554,5.650704,-0.09797274,1,34562
11859,40,blue-collar,married,secondary,0,188,1,1,unknown,20,jun,2,9.5,0,-2.755408,-7.5083675,2.8698373,1,11859
24830,37,entrepreneur,divorced,tertiary,0,66,0,0,cellular,18,nov,2,19.4,0,-12.913314,-6.7901473,-0.3535321,1,24830
38367,60,management,single,tertiary,0,560,0,0,cellular,15,may,5,12.166667,0,-1.5698315,7.652982,-8.429087,1,38367
31359,30,management,single,tertiary,0,201,1,0,cellular,17,mar,2,5.4166665,0,-2.2113209,-6.422984,3.446319,1,31359
38170,30,services,single,secondary,0,140,1,0,cellular,15,may,1,12.666667,0,-6.061689,-11.687353,1.1522987,1,38170
16247,46,management,divorced,tertiary,0,2166,1,0,cellular,23,jul,1,14.5,0,10.411737,6.3764796,-7.9312654,1,16247
18956,52,management,married,tertiary,0,7192,0,0,cellular,4,aug,1,24.766666,1,19.402933,3.6931093,-0.29729402,1,18956
17286,27,technician,single,secondary,0,3933,0,0,cellular,28,jul,3,13.95,1,15.77615,-7.005283,6.12087,1,17286
32713,39,self-employed,married,tertiary,0,-3058,1,1,cellular,17,apr,3,14.7,0,-25.086777,-5.721359,-3.7589061,1,32713
30787,32,blue-collar,married,secondary,0,1879,0,0,cellular,6,feb,8,9.85,0,9.809495,9.705188,-2.507451,1,30787
35259,33,admin,single,tertiary,0,475,1,0,cellular,7,may,1,17.433332,0,-1.0021073,11.885965,-2.8158486,1,35259
37506,29,services,divorced,secondary,0,-7,1,0,cellular,13,may,3,21.316668,0,-15.278919,3.152502,-1.7392788,1,37506
34045,38,housemaid,married,primary,0,196,0,0,cellular,30,apr,1,9.566667,0,-2.8624878,-6.8976865,3.7247982,1,34045
7821,32,technician,single,secondary,0,562,1,0,unknown,30,may,3,12.033334,0,-0.24456222,7.4993668,-8.656698,1,7821
21203,33,unemployed,single,tertiary,0,6748,0,0,cellular,14,aug,2,26.316668,1,19.109037,3.8194358,0.93117505,1,21203
13514,29,admin,divorced,tertiary,1,0,0,1,cellular,9,jul,3,7.1,0,-12.933402,3.5719936,0.619938,1,13514
39552,26,management,married,tertiary,0,243,0,0,cellular,26,may,1,8.033334,0,-2.1781085,-2.4413524,5.0632415,1,39552
34184,37,management,single,tertiary,0,3141,0,0,cellular,4,may,2,6.4,0,14.170292,-8.3812,-4.4100585,1,34184
39267,29,management,married,tertiary,0,1387,1,0,cellular,18,may,2,4.266667,0,6.3947287,3.9079323,11.570797,1,39267
37580,26,management,single,tertiary,0,3944,1,0,cellular,14,may,2,16.233334,1,15.786776,-6.935896,6.2061644,1,37580
27123,37,admin,divorced,secondary,0,1533,1,0,cellular,21,nov,4,9.25,0,7.5590878,7.754618,8.163281,1,27123
17279,53,housemaid,married,primary,0,362,0,0,cellular,28,jul,2,19.483334,0,-4.211791,9.913696,5.1507316,1,17279
25562,32,blue-collar,married,primary,0,3136,1,0,cellular,19,nov,1,13.666667,0,14.152934,-8.356602,-4.4844284,1,25562
17245,43,blue-collar,single,primary,0,-399,0,1,cellular,28,jul,3,11.033334,0,-25.764387,-1.6790829,-3.121802,1,17245
32734,38,management,married,tertiary,0,165,1,0,cellular,17,apr,1,8.766666,0,-3.457796,-10.064578,1.5261157,1,32734
31192,42,unemployed,married,tertiary,0,576,0,0,cellular,27,feb,1,2.6,0,-0.6216456,6.679427,-9.1063595,1,31192
25909,38,blue-collar,married,primary,0,190,1,0,telephone,19,nov,1,10.383333,0,-2.6143558,-7.440462,2.9250531,1,25909
31660,37,admin,married,secondary,0,1207,1,0,telephone,6,apr,2,22.55,0,4.2271214,-4.378446,12.190741,1,31660
14820,26,technician,single,secondary,0,354,0,0,cellular,16,jul,1,9.766666,0,-2.389822,9.194663,6.2670465,1,14820
15755,56,services,married,primary,0,486,0,1,telephone,21,jul,1,31.283333,0,-2.211396,12.118702,-4.200891,1,15755
32824,33,blue-collar,divorced,unknown,1,-274,1,1,cellular,17,apr,2,11.916667,0,-24.342068,0.859652,-2.7416708,1,32824
19128,52,services,married,secondary,0,1000,0,0,cellular,5,aug,2,12.766666,0,4.16951,-11.739944,5.249656,1,19128
19099,50,admin,married,secondary,0,4855,0,0,cellular,5,aug,2,12.0,1,16.897005,-0.42685595,8.439587,1,19099
5938,28,admin,single,secondary,0,460,1,0,unknown,26,may,6,12.35,0,-0.5877232,13.037403,-1.8913801,1,5938
30373,54,services,married,unknown,0,0,1,0,cellular,5,feb,2,11.433333,0,-13.042726,8.125314,-1.678745,1,30373
19285,34,blue-collar,married,secondary,0,182,0,0,cellular,6,aug,2,15.633333,0,-2.2267244,-8.17169,2.0355,1,19285
36261,34,services,single,secondary,0,-374,1,0,cellular,11,may,1,11.2,0,-25.430882,-1.2829541,-2.9572291,1,36261
34196,28,unemployed,single,primary,0,236,0,0,cellular,4,may,1,3.2166667,0,-2.1991763,-2.4293745,3.5515037,1,34196
35957,47,retired,married,primary,0,1374,0,1,telephone,8,may,2,7.983333,0,5.8515644,3.651442,11.922417,1,35957
24098,38,management,married,tertiary,0,385,1,0,telephone,28,oct,1,2.5666666,0,-2.4311206,11.013693,3.8086712,1,24098
129,55,services,married,secondary,0,2476,1,0,unknown,5,may,1,9.65,0,11.103254,0.040215816,-10.979541,1,129
8787,23,blue-collar,single,secondary,0,492,1,0,unknown,4,jun,1,10.633333,0,-0.5863739,10.963717,-3.6986105,1,8787
13174,33,entrepreneur,divorced,tertiary,0,37,0,1,cellular,8,jul,1,18.033333,0,-13.500014,-3.3842568,0.35843843,1,13174
32167,27,technician,single,secondary,0,439,1,0,cellular,15,apr,2,17.3,0,-1.139333,13.28438,-0.056215324,1,32167
39478,28,management,single,tertiary,0,957,0,0,cellular,25,may,2,15.25,0,4.8810787,-12.000924,2.4153476,1,39478
19444,51,blue-collar,married,primary,0,7098,0,0,cellular,6,aug,7,24.516666,1,19.34184,3.726558,-0.034864686,1,19444
31188,66,retired,married,secondary,0,995,0,0,cellular,27,feb,2,2.1833334,0,4.2275763,-12.383583,5.221149,1,31188
87,41,technician,married,secondary,0,1270,1,0,unknown,5,may,1,23.15,0,4.331072,-1.1132276,13.05743,1,87
19487,39,technician,single,secondary,0,1104,0,0,cellular,7,aug,2,6.5833335,0,4.3172317,-8.616751,9.6335335,1,19487
36834,37,admin,single,primary,0,912,1,0,cellular,12,may,3,10.616667,0,4.1346703,-11.972382,-0.10357633,1,36834
37440,50,technician,divorced,secondary,0,-54,1,1,cellular,13,may,2,11.633333,0,-19.203623,5.643016,-2.0058339,1,37440
13914,30,blue-collar,single,secondary,0,1598,1,0,cellular,10,jul,1,10.566667,0,7.8972187,8.908038,5.9289875,1,13914
36165,40,management,married,tertiary,0,-17,1,1,cellular,11,may,1,7.9,0,-17.255402,5.447646,-1.7444007,1,36165
12998,31,blue-collar,single,secondary,0,726,0,0,cellular,7,jul,2,11.983334,0,-0.5985009,-4.750297,-8.555172,1,12998
33908,23,student,single,secondary,0,0,0,0,cellular,30,apr,1,4.95,0,-10.544571,1.9177141,-2.8032281,1,33908
38468,40,admin,single,secondary,0,50,0,0,cellular,15,may,1,13.95,0,-13.128389,-4.827702,-0.1021997,1,38468
35118,29,management,married,tertiary,0,0,1,0,cellular,6,may,2,11.116667,0,-13.663153,3.8201997,0.6860276,1,35118
15443,28,admin,single,unknown,0,24,1,0,cellular,18,jul,2,6.9166665,0,-13.804764,-1.5619199,-0.34368256,1,15443
32058,61,self-employed,divorced,tertiary,0,6,1,0,cellular,14,apr,2,2.2166667,0,-11.703193,8.262738,-2.6386378,1,32058
31386,34,unemployed,married,secondary,0,978,0,0,cellular,24,mar,1,2.2,0,4.9523153,-11.901049,3.962515,1,31386
35956,59,retired,married,tertiary,0,148,1,1,cellular,8,may,2,11.416667,0,-5.1883254,-10.228282,-0.6271953,1,35956
39521,32,technician,single,tertiary,0,654,1,0,cellular,25,may,4,10.25,0,-1.5706509,0.32617447,-10.637616,1,39521
31253,27,student,single,tertiary,0,0,0,0,cellular,5,mar,3,1.3666667,0,-12.681283,3.735531,1.2900839,1,31253
20228,57,housemaid,married,primary,0,2785,0,0,cellular,11,aug,4,10.166667,0,12.6781,-5.450626,-9.0812235,1,20228
31303,28,management,single,secondary,0,171,0,0,cellular,10,mar,1,1.55,0,-3.2470956,-9.617564,2.4825625,1,31303
38501,24,blue-collar,single,secondary,0,833,1,0,cellular,15,may,1,15.933333,0,2.8200006,-9.540654,-4.5352216,1,38501
25901,32,self-employed,single,tertiary,0,1249,1,0,cellular,19,nov,1,7.866667,0,4.685742,-2.3216727,12.7018,1,25901
34064,47,management,single,tertiary,0,86,0,0,cellular,30,apr,3,6.45,0,-11.438905,-8.777662,-1.2986307,1,34064
15192,30,technician,single,tertiary,0,178,0,0,cellular,17,jul,3,10.933333,0,-2.690305,-8.937538,2.5936913,1,15192
14848,36,blue-collar,married,secondary,0,324,1,1,cellular,16,jul,1,13.833333,0,-3.1836164,6.3323803,6.8657618,1,14848
3730,45,blue-collar,married,primary,0,804,1,0,unknown,16,may,1,8.8,0,1.827604,-8.972086,-6.2519917,1,3730
24129,31,management,married,tertiary,0,1331,0,0,unknown,5,nov,1,4.4666667,0,5.386395,1.6749485,12.565628,1,24129
39517,54,unemployed,married,secondary,0,1561,0,0,cellular,25,may,3,5.866667,0,7.7817025,8.302223,7.4278564,1,39517
26193,41,blue-collar,single,secondary,1,-386,0,1,cellular,20,nov,1,7.95,0,-25.592995,-1.4772252,-3.0391064,1,26193
10416,35,blue-collar,married,tertiary,0,2999,0,0,unknown,12,jun,6,19.016666,0,13.662516,-7.5587616,-6.31416,1,10416
14726,29,student,single,tertiary,0,5,0,0,cellular,15,jul,5,14.816667,0,-13.702999,2.5422835,-1.3197402,1,14726
12652,44,blue-collar,married,secondary,0,1697,1,0,unknown,4,jul,2,2.5,0,8.862186,10.077533,2.6043038,1,12652
29615,38,management,married,tertiary,0,613,0,0,cellular,3,feb,1,3.9833333,0,-1.2963578,3.783078,-9.476088,1,29615
2955,40,technician,single,unknown,0,3652,1,0,unknown,14,may,2,17.133333,1,15.451137,-8.580164,3.2535827,1,2955
38732,32,blue-collar,single,secondary,0,217,1,0,cellular,15,may,3,11.533334,0,-1.8642775,-4.5926747,3.5537505,1,38732
9900,48,blue-collar,divorced,primary,0,183,0,0,unknown,9,jun,1,15.666667,0,-2.9178452,-7.5350475,1.5240917,1,9900
26324,30,services,divorced,secondary,0,341,1,0,cellular,20,nov,1,7.9666667,0,-2.6495142,8.145161,6.499822,1,26324
11841,47,technician,married,tertiary,0,1694,0,1,unknown,20,jun,3,9.333333,0,8.840128,10.079504,2.6559238,1,11841
31985,42,blue-collar,married,primary,0,2103,1,0,cellular,13,apr,2,6.4,0,10.331552,7.253136,-6.957942,1,31985
39616,38,management,married,unknown,0,3576,0,0,cellular,26,may,1,9.65,1,15.3272915,-8.836649,2.2209342,1,39616
22184,32,management,single,tertiary,0,46,0,0,cellular,21,aug,6,13.133333,0,-13.828581,-4.428381,-0.6468403,1,22184
25732,40,blue-collar,single,secondary,0,3,0,0,cellular,19,nov,1,16.633333,0,-13.278576,4.7827187,-3.0996704,1,25732
34145,33,blue-collar,single,secondary,0,498,0,0,cellular,30,apr,1,5.016667,0,-0.21269959,11.610339,-4.8882203,1,34145
28977,47,management,single,tertiary,0,86,0,0,cellular,2,feb,1,18.1,0,-10.890777,-8.307785,0.33136234,1,28977
38155,21,blue-collar,married,primary,0,-172,1,1,cellular,15,may,1,6.8166666,0,-22.775908,3.2736497,-2.501774,1,38155
17031,51,unemployed,married,primary,0,1162,1,0,cellular,25,jul,1,33.583332,0,4.2276464,-6.685511,11.775583,1,17031
31351,37,services,single,secondary,0,1045,0,0,cellular,17,mar,2,6.766667,0,4.634132,-10.438707,7.4817038,1,31351
27803,30,admin,single,secondary,0,1309,0,0,cellular,28,jan,1,10.366667,0,5.384015,0.6578599,12.783599,1,27803
2799,48,blue-collar,divorced,primary,0,24,1,0,unknown,14,may,1,13.866667,0,-11.797598,-2.0182729,-0.61814535,1,2799
10496,36,blue-collar,married,secondary,0,274,1,0,unknown,16,jun,11,11.433333,0,-2.2199464,0.8700778,5.8406954,1,10496
22267,32,management,single,tertiary,0,41,0,0,cellular,21,aug,5,11.433333,0,-13.821955,-3.895071,-0.6749484,1,22267
22037,45,admin,married,secondary,0,236,0,0,cellular,20,aug,2,11.716666,0,-0.9921446,-2.5831544,4.5922284,1,22037
10380,47,housemaid,single,tertiary,0,3727,0,0,unknown,12,jun,6,16.55,1,15.546771,-8.238022,4.113248,1,10380
25607,41,technician,married,tertiary,0,67,1,0,cellular,19,nov,1,13.566667,0,-12.667098,-6.8621955,-0.537437,1,25607
1087,30,blue-collar,married,secondary,0,309,1,0,unknown,7,may,2,26.233334,0,-3.7868137,5.1291385,5.828352,1,1087
26502,43,blue-collar,married,secondary,0,699,1,1,cellular,20,nov,2,20.966667,0,-0.64296216,-3.111384,-9.885102,1,26502
24089,36,technician,single,secondary,0,3254,1,0,unknown,27,oct,1,3.45,1,14.538528,-8.848634,-2.7827597,1,24089
19004,57,retired,married,secondary,0,466,0,0,cellular,5,aug,2,10.683333,0,-2.2531238,12.457239,-2.485935,1,19004
31329,31,management,divorced,tertiary,0,71,0,0,cellular,12,mar,1,1.9833333,0,-13.0599375,-7.476637,0.8233478,1,31329
33455,73,retired,married,primary,0,253,0,0,cellular,20,apr,1,5.75,0,0.31756034,-0.77834904,5.3334055,1,33455
37611,49,blue-collar,married,secondary,0,-454,1,0,cellular,14,may,1,9.3,0,-26.153664,-2.5568068,-3.19968,1,37611
35510,23,housemaid,married,tertiary,0,66,1,0,cellular,7,may,2,23.183332,0,-13.510605,-6.7855597,0.9834112,1,35510
32759,37,blue-collar,married,primary,0,3154,1,0,cellular,17,apr,1,6.733333,0,14.216508,-8.445547,-4.2145276,1,32759
11619,41,blue-collar,married,primary,0,246,0,0,unknown,19,jun,3,11.383333,0,-1.42026,-1.7714888,4.7848854,1,11619
38934,24,services,single,secondary,0,414,1,0,cellular,18,may,1,8.216666,0,-1.3331889,12.741421,2.028461,1,38934
1173,39,blue-collar,married,primary,0,70,0,0,unknown,8,may,1,13.55,0,-12.42417,-6.9597406,0.51181644,1,1173
27751,42,services,married,secondary,0,774,0,0,cellular,28,jan,1,16.616667,0,1.0904365,-7.4697804,-7.589873,1,27751
13464,37,admin,married,primary,0,214,1,0,cellular,9,jul,1,10.75,0,-1.9475907,-4.861511,2.9528408,1,13464
31293,47,management,married,tertiary,0,2351,0,0,cellular,10,mar,1,1.3333334,0,10.726479,2.7152877,-10.354293,1,31293
14484,39,technician,married,tertiary,0,0,1,0,cellular,14,jul,7,14.9,0,-13.55671,4.738218,-2.1018336,1,14484
32192,56,blue-collar,married,primary,0,3498,0,0,cellular,15,apr,2,4.4,1,15.181679,-9.033515,1.0813354,1,32192
7460,38,management,divorced,tertiary,0,4692,1,0,unknown,29,may,2,22.716667,1,16.65975,-1.5287961,8.690859,1,7460
30561,38,admin,divorced,secondary,0,19,1,0,cellular,5,feb,3,18.833334,0,-13.680759,-0.0322393,0.2223633,1,30561
34381,39,blue-collar,married,secondary,0,261,0,0,cellular,4,may,4,14.016666,0,-2.097128,-0.23111065,4.389049,1,34381
31046,31,management,married,tertiary,0,2603,1,0,cellular,11,feb,4,4.6666665,0,11.718727,-2.5788422,-10.713093,1,31046
32698,30,admin,single,secondary,0,69,1,0,cellular,17,apr,1,16.616667,0,-13.1662445,-7.1880736,0.03731622,1,32698
38697,35,technician,single,tertiary,0,13460,1,0,cellular,15,may,3,17.8,1,21.460228,1.3021398,-7.1365056,1,38697
29331,46,blue-collar,married,primary,0,977,0,1,telephone,2,feb,3,7.266667,0,4.1789794,-11.948008,3.9588435,1,29331
5342,34,blue-collar,married,secondary,0,2495,1,0,unknown,23,may,1,15.4,0,11.182752,-0.37922066,-11.009986,1,5342
29202,60,retired,married,tertiary,0,2557,1,0,cellular,2,feb,1,6.9166665,0,11.470247,-1.679948,-10.967968,1,29202
29449,57,admin,married,secondary,0,169,0,0,cellular,3,feb,1,6.15,0,-3.8686512,-8.258785,0.8006703,1,29449
5470,45,blue-collar,divorced,primary,0,-311,1,0,unknown,23,may,1,17.166666,0,-24.7714,0.04415141,-2.8274517,1,5470
36173,40,services,married,secondary,0,-192,1,0,cellular,11,may,1,11.1,0,-23.070461,2.7171333,-2.4853406,1,36173
34502,41,unemployed,married,secondary,0,0,1,1,cellular,5,may,1,6.6666665,0,-12.866251,5.9859247,0.067544304,1,34502
5705,44,technician,divorced,secondary,0,1262,1,0,unknown,26,may,11,13.133333,0,4.629319,-1.6929779,13.029849,1,5705
37706,28,admin,divorced,secondary,0,-504,1,1,cellular,14,may,1,9.633333,0,-26.521063,-3.2002282,-3.290503,1,37706
9691,55,blue-collar,married,unknown,0,7561,0,0,unknown,6,jun,3,11.416667,1,19.628553,3.4860299,-1.1798519,1,9691
24100,34,technician,married,secondary,0,1012,1,1,telephone,28,oct,1,9.0,0,4.98262,-11.33092,5.7981806,1,24100
3193,46,admin,married,secondary,0,556,1,1,unknown,15,may,3,10.766666,0,-1.0421569,7.8571935,-8.15189,1,3193
22351,32,management,single,tertiary,0,522,0,0,cellular,22,aug,2,9.6,0,-0.3296755,10.079428,-6.400935,1,22351
30718,56,management,married,tertiary,0,616,0,0,cellular,6,feb,1,2.6,0,-1.9254909,3.962795,-9.582211,1,30718
31054,48,management,single,tertiary,0,5689,0,0,cellular,12,feb,1,4.366667,1,18.16046,3.3664021,4.892984,1,31054
31418,32,self-employed,single,tertiary,0,658,1,0,cellular,27,mar,1,4.7166667,0,-1.7424053,-0.008436787,-10.679956,1,31418
31103,65,retired,married,tertiary,0,2416,0,0,cellular,17,feb,2,3.6833334,0,10.901127,1.317567,-10.760174,1,31103
31771,65,retired,married,secondary,0,20806,0,0,telephone,8,apr,2,8.716666,2,22.32106,2.4464746,-8.320377,1,31771
39493,34,management,single,tertiary,0,5086,0,0,cellular,25,may,4,3.55,1,17.249231,1.0172234,7.804504,1,39493
36855,46,technician,married,secondary,0,3,1,1,cellular,12,may,3,10.233334,0,-12.467767,6.458998,-1.5829847,1,36855
30353,34,admin,married,secondary,0,155,0,0,cellular,5,feb,2,11.6,0,-4.875063,-10.213217,1.7118965,1,30353
30859,39,services,married,tertiary,0,1493,0,0,cellular,9,feb,3,15.2,0,7.2870016,6.976062,9.161327,1,30859
24080,56,technician,married,secondary,0,589,1,0,unknown,23,oct,1,8.633333,0,-1.432616,5.9114914,-9.526136,1,24080
19066,59,retired,married,primary,0,3400,1,0,cellular,5,aug,3,8.583333,1,14.960005,-9.122951,-0.45737833,1,19066
36907,59,admin,married,secondary,0,145,1,0,telephone,12,may,2,9.266666,0,-5.3517857,-10.364851,-0.71866715,1,36907
34158,31,technician,single,tertiary,0,454,0,0,cellular,30,apr,1,4.4333334,0,-0.52828217,13.072025,-1.4390143,1,34158
13926,30,services,married,secondary,0,5,0,1,cellular,10,jul,5,13.816667,0,-13.803631,2.846294,-0.20883027,1,13926
18216,43,admin,married,secondary,0,378,0,0,cellular,30,jul,8,13.033334,0,-3.085578,10.66883,4.133466,1,18216
19690,45,technician,divorced,secondary,0,2657,0,0,cellular,7,aug,3,14.916667,0,12.01266,-3.5879722,-10.358585,1,19690
24120,60,management,married,tertiary,0,5041,0,0,telephone,4,nov,1,6.65,1,17.17398,0.7498536,7.9801316,1,24120
25627,46,self-employed,married,tertiary,0,2421,0,0,cellular,19,nov,1,18.066668,0,10.911133,1.1602598,-10.787498,1,25627
8628,45,services,single,primary,0,1893,1,0,unknown,3,jun,6,20.983334,0,9.861461,9.5870075,-2.8638613,1,8628
31852,23,admin,single,tertiary,0,314,0,1,cellular,8,apr,4,2.3666666,0,-4.337385,4.7326446,6.1885333,1,31852
16920,35,management,divorced,tertiary,0,1723,1,0,cellular,25,jul,1,14.366667,0,8.996329,10.179093,1.7345424,1,16920
37316,33,services,married,secondary,0,210,1,0,cellular,13,may,2,20.116667,0,-1.3714223,-5.457818,3.1041157,1,37316
22721,33,housemaid,married,primary,0,2054,0,0,cellular,25,aug,6,7.866667,0,10.256707,7.927016,-6.0646343,1,22721
3881,27,technician,single,tertiary,0,3706,1,0,unknown,16,may,1,14.95,1,15.527951,-8.397001,3.8776777,1,3881
39050,55,retired,divorced,tertiary,0,0,0,0,cellular,18,may,1,10.266666,0,-12.013413,7.560614,-2.975707,1,39050
24169,59,housemaid,married,tertiary,0,0,0,0,telephone,13,nov,1,8.233334,0,-12.247667,8.117168,-2.5525734,1,24169
13933,38,management,married,tertiary,0,1722,1,0,cellular,10,jul,1,8.333333,0,9.01589,10.180533,1.7940134,1,13933
25701,53,unemployed,divorced,secondary,0,587,0,0,cellular,19,nov,1,9.35,0,-1.3595774,5.966879,-9.404189,1,25701
34768,39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,1,8.133333,0,-13.008363,5.689546,0.13574529,1,34768
33876,38,services,married,secondary,0,1970,1,0,cellular,30,apr,1,11.683333,0,10.176304,9.036588,-4.527529,1,33876
39390,37,services,married,secondary,0,1543,1,0,cellular,22,may,1,4.9666667,0,7.6207185,7.933244,7.9012237,1,39390
19277,47,technician,married,secondary,0,2480,0,0,cellular,6,aug,2,12.716666,0,11.121118,-0.0548958,-10.9855795,1,19277
12686,51,technician,married,secondary,0,216,0,0,cellular,7,jul,2,10.25,0,-2.532819,-4.8608656,2.4806747,1,12686
39104,33,admin,single,tertiary,0,235,1,0,cellular,18,may,1,8.75,0,-1.8555617,-2.8944836,4.407322,1,39104
39512,36,technician,married,tertiary,0,911,1,1,cellular,25,may,2,1.95,0,4.3759637,-12.048944,-0.123009786,1,39512
39763,25,technician,single,secondary,0,1199,0,0,cellular,1,jun,1,4.7833333,0,4.223117,-4.737895,11.753765,1,39763
29501,39,blue-collar,married,primary,0,118,0,0,cellular,3,feb,1,15.1,0,-8.683772,-10.715129,0.9986834,1,29501
34067,34,admin,single,tertiary,0,18,1,1,cellular,30,apr,1,5.983333,0,-12.563161,-0.7844333,-1.8525065,1,34067
31214,37,technician,married,tertiary,0,549,0,0,cellular,2,mar,1,3.9833333,0,-0.7301199,8.058452,-7.3469505,1,31214
30105,56,unemployed,single,primary,0,1110,0,0,cellular,4,feb,2,15.75,0,4.086114,-8.807463,10.083935,1,30105
33986,31,admin,single,secondary,0,190,0,0,cellular,30,apr,1,8.566667,0,-2.7698708,-7.45228,3.738132,1,33986
18171,27,management,single,tertiary,0,1,1,0,cellular,30,jul,4,12.733334,0,-11.680139,2.2568765,-3.6838956,1,18171
8345,44,management,divorced,tertiary,1,-411,1,0,unknown,2,jun,4,7.2,0,-25.736988,-1.9507661,-3.087117,1,8345
21020,34,technician,married,tertiary,0,8029,1,0,cellular,14,aug,4,9.883333,1,19.88374,3.1785424,-2.155461,1,21020
10824,47,management,married,secondary,0,2892,0,0,unknown,17,jun,1,9.266666,0,13.197203,-6.658441,-7.7694263,1,10824
33946,26,self-employed,single,tertiary,0,168,0,0,cellular,30,apr,1,6.5666666,0,-2.8495913,-10.813476,2.1886325,1,33946
